,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
753,Treant Protector,Rubick,Faceless Void,Phoenix,Ember Spirit,Windranger,Sven,Io,Pugna,Magnus
754,Tiny,Clockwerk,Timbersaw,Pugna,Phantom Assassin,Ogre Magi,Sven,Beastmaster,Invoker,Ember Spirit
755,Rubick,Void Spirit,Phantom Lancer,Grimstroke,Monkey King,Tiny,Venomancer,Ember Spirit,Terrorblade,Underlord
756,Tiny,Grimstroke,Riki,Batrider,Shadow Fiend,Doom,Rubick,Sven,Disruptor,Pugna
757,Tiny,Oracle,Night Stalker,Terrorblade,Void Spirit,Venomancer,Earth Spirit,Sven,Undying,Zeus
758,Magnus,Disruptor,Legion Commander,Morphling,Rubick,Clockwerk,Batrider,Keeper of the Light,Sven,Night Stalker
759,Rubick,Doom,Leshrac,Viper,Terrorblade,Tiny,Queen of Pain,Undying,Spectre,Pangolier
760,Doom,Juggernaut,Shadow Shaman,Tusk,Necrophos,Venomancer,Rubick,Void Spirit,Spectre,Chen
761,Magnus,Earth Spirit,Ancient Apparition,Phantom Lancer,Dark Seer,Queen of Pain,Morphling,Undying,Tusk,Ember Spirit
762,Jakiro,Void Spirit,Clockwerk,Mars,Ursa,Tiny,Queen of Pain,Oracle,Faceless Void,Legion Commander
763,Underlord,Venomancer,Jakiro,Huskar,Ursa,Tiny,Disruptor,Dark Seer,Invoker,Troll Warlord
764,Tiny,Magnus,Grimstroke,Void Spirit,Broodmother,Jakiro,Tusk,Drow Ranger,Razor,Vengeful Spirit
765,Tiny,Oracle,Legion Commander,Terrorblade,Skywrath Mage,Enchantress,Tusk,Spectre,Sand King,Lina
766,Rubick,Queen of Pain,Snapfire,Drow Ranger,Timbersaw,Grimstroke,Legion Commander,Windranger,Phantom Lancer,Invoker
767,Ogre Magi,Mars,Dark Willow,Ember Spirit,Anti-Mage,Vengeful Spirit,Terrorblade,Tusk,Puck,Pangolier
768,Chen,Mirana,Puck,Pangolier,Venomancer,Oracle,Enchantress,Templar Assassin,Earthshaker,Ursa
769,Chen,Puck,Mirana,Lifestealer,Venomancer,Enchantress,Batrider,Kunkka,Earthshaker,Morphling
770,Rubick,Snapfire,Clockwerk,Viper,Sven,Treant Protector,Centaur Warrunner,Shadow Shaman,Spectre,Lina
771,Tiny,Grimstroke,Ember Spirit,Snapfire,Arc Warden,Undying,Rubick,Underlord,Terrorblade,Zeus
772,Enigma,Monkey King,Shadow Fiend,Lina,Zeus,Nyx Assassin,Riki,Night Stalker,Spirit Breaker,Meepo
773,Disruptor,Anti-Mage,Pangolier,Elder Titan,Bristleback,Rubick,Void Spirit,Grimstroke,Troll Warlord,Centaur Warrunner
774,Io,Sven,Viper,Nyx Assassin,Morphling,Enchantress,Ember Spirit,Rubick,Terrorblade,Centaur Warrunner
775,Rubick,Venomancer,Slardar,Slark,Invoker,Doom,Spectre,Undying,Shadow Shaman,Zeus
776,Phoenix,Venomancer,Nyx Assassin,Troll Warlord,Queen of Pain,Rubick,Void Spirit,Snapfire,Legion Commander,Morphling
777,Doom,Enchantress,Grimstroke,Timbersaw,Anti-Mage,Undying,Spectre,Shadow Shaman,Underlord,Invoker
778,Clockwerk,Oracle,Void Spirit,Arc Warden,Underlord,Dark Seer,Tiny,Grimstroke,Phantom Assassin,Storm Spirit
779,Venomancer,Treant Protector,Lich,Phantom Lancer,Zeus,Vengeful Spirit,Terrorblade,Lina,Beastmaster,Underlord
780,Rubick,Void Spirit,Witch Doctor,Dark Seer,Arc Warden,Doom,Grimstroke,Lich,Terrorblade,Invoker
781,Phoenix,Venomancer,Pangolier,Sven,Queen of Pain,Faceless Void,Dark Seer,Snapfire,Spirit Breaker,Lina
782,Void Spirit,Grimstroke,Clockwerk,Necrophos,Juggernaut,Nature's Prophet,Pangolier,Disruptor,Anti-Mage,Batrider
783,Phoenix,Beastmaster,Undying,Terrorblade,Puck,Treant Protector,Doom,Venomancer,Drow Ranger,Storm Spirit
784,Phoenix,Faceless Void,Void Spirit,Nature's Prophet,Templar Assassin,Treant Protector,Lina,Vengeful Spirit,Anti-Mage,Underlord
785,Undying,Spectre,Grimstroke,Storm Spirit,Beastmaster,Nature's Prophet,Lina,Slardar,Brewmaster,Troll Warlord
786,Enchantress,Venomancer,Tiny,Juggernaut,Queen of Pain,Mirana,Void Spirit,Witch Doctor,Brewmaster,Slark
787,Vengeful Spirit,Spectre,Grimstroke,Queen of Pain,Kunkka,Undying,Void Spirit,Dark Willow,Beastmaster,Luna
788,Phoenix,Enchantress,Pangolier,Spectre,Storm Spirit,Nature's Prophet,Void Spirit,Mirana,Drow Ranger,Necrophos
789,Phoenix,Winter Wyvern,Queen of Pain,Spectre,Tusk,Nature's Prophet,Mirana,Void Spirit,Anti-Mage,Legion Commander
790,Mirana,Ember Spirit,Treant Protector,Sand King,Abaddon,Bane,Queen of Pain,Earth Spirit,Spectre,Batrider
791,Vengeful Spirit,Puck,Weaver,Morphling,Ember Spirit,Undying,Queen of Pain,Rubick,Ursa,Dragon Knight
792,Earthshaker,Disruptor,Bristleback,Luna,Templar Assassin,Ogre Magi,Witch Doctor,Night Stalker,Monkey King,Dragon Knight
793,Jakiro,Spirit Breaker,Nature's Prophet,Spectre,Queen of Pain,Crystal Maiden,Tusk,Omniknight,Sven,Visage
794,Disruptor,Weaver,Undying,Timbersaw,Lina,Crystal Maiden,Legion Commander,Phoenix,Anti-Mage,Morphling
795,Bane,Undying,Batrider,Medusa,Meepo,Tusk,Crystal Maiden,Omniknight,Phantom Lancer,Sniper
796,Grimstroke,Snapfire,Slardar,Juggernaut,Morphling,Lich,Clockwerk,Night Stalker,Troll Warlord,Pugna
797,Pugna,Ogre Magi,Weaver,Phantom Assassin,Puck,Crystal Maiden,Tiny,Underlord,Anti-Mage,Queen of Pain
798,Warlock,Undying,Sand King,Spectre,Morphling,Lich,Tusk,Weaver,Slark,Monkey King
799,Vengeful Spirit,Phoenix,Legion Commander,Dragon Knight,Terrorblade,Crystal Maiden,Ogre Magi,Juggernaut,Night Stalker,Batrider
800,Jakiro,Anti-Mage,Clockwerk,Necrophos,Void Spirit,Crystal Maiden,Abaddon,Mirana,Juggernaut,Earth Spirit
801,Vengeful Spirit,Tusk,Lone Druid,Faceless Void,Death Prophet,Ogre Magi,Earthshaker,Pangolier,Clinkz,Kunkka
802,Vengeful Spirit,Grimstroke,Axe,Drow Ranger,Puck,Lich,Earth Spirit,Weaver,Phoenix,Ember Spirit
803,Earth Spirit,Queen of Pain,Oracle,Troll Warlord,Kunkka,Lich,Snapfire,Night Stalker,Tiny,Bloodseeker
804,Tusk,Ursa,Viper,Disruptor,Death Prophet,Crystal Maiden,Spirit Breaker,Windranger,Lone Druid,Weaver
805,Grimstroke,Lich,Spectre,Sand King,Invoker,Crystal Maiden,Bristleback,Lina,Juggernaut,Pugna
806,Nature's Prophet,Void Spirit,Clockwerk,Drow Ranger,Bane,Earth Spirit,Morphling,Treant Protector,Death Prophet,Dazzle
807,Nature's Prophet,Sand King,Spectre,Timbersaw,Queen of Pain,Earth Spirit,Beastmaster,Phantom Assassin,Magnus,Lina
808,Vengeful Spirit,Spectre,Rubick,Axe,Templar Assassin,Enchantress,Earthshaker,Dazzle,Sven,Invoker
809,Windranger,Storm Spirit,Elder Titan,Centaur Warrunner,Naga Siren,Enchantress,Tiny,Nyx Assassin,Beastmaster,Phantom Assassin
810,Batrider,Clockwerk,Sven,Oracle,Enigma,Vengeful Spirit,Lifestealer,Puck,Venomancer,Kunkka
811,Tiny,Chen,Dark Seer,Alchemist,Void Spirit,Earth Spirit,Nature's Prophet,Winter Wyvern,Gyrocopter,Legion Commander
812,Rubick,Axe,Warlock,Ember Spirit,Medusa,Enchantress,Earth Spirit,Sven,Death Prophet,Beastmaster
813,Tiny,Axe,Witch Doctor,Sven,Windranger,Enchantress,Earth Spirit,Nature's Prophet,Troll Warlord,Void Spirit
814,Clockwerk,Void Spirit,Rubick,Lifestealer,Queen of Pain,Tiny,Phoenix,Centaur Warrunner,Death Prophet,Phantom Assassin
815,Nature's Prophet,Earth Spirit,Kunkka,Slark,Omniknight,Elder Titan,Void Spirit,Mirana,Tidehunter,Sven
816,Mirana,Batrider,Undying,Phantom Lancer,Invoker,Clockwerk,Treant Protector,Morphling,Leshrac,Storm Spirit
817,Earthshaker,Invoker,Grimstroke,Magnus,Abaddon,Nature's Prophet,Void Spirit,Clockwerk,Batrider,Phantom Assassin
818,Earthshaker,Morphling,Jakiro,Pangolier,Puck,Nature's Prophet,Ember Spirit,Axe,Queen of Pain,Rubick
819,Clockwerk,Venomancer,Ember Spirit,Riki,Elder Titan,Phoenix,Pangolier,Terrorblade,Enchantress,Beastmaster
820,Io,Gyrocopter,Nyx Assassin,Legion Commander,Slardar,Phoenix,Clockwerk,Disruptor,Kunkka,Lifestealer
821,Mirana,Legion Commander,Silencer,Ember Spirit,Juggernaut,Clockwerk,Batrider,Lina,Medusa,Nyx Assassin
822,Void Spirit,Mirana,Gyrocopter,Abaddon,Legion Commander,Clockwerk,Batrider,Oracle,Beastmaster,Sven
823,Rubick,Terrorblade,Warlock,Legion Commander,Pangolier,Venomancer,Clockwerk,Batrider,Death Prophet,Riki
824,Venomancer,Clockwerk,Disruptor,Storm Spirit,Sven,Gyrocopter,Io,Ember Spirit,Beastmaster,Nyx Assassin
825,Nature's Prophet,Earth Spirit,Dark Seer,Lifestealer,Ember Spirit,Spectre,Phoenix,Earthshaker,Batrider,Shadow Fiend
826,Clockwerk,Dark Seer,Spectre,Warlock,Storm Spirit,Tiny,Phoenix,Tidehunter,Batrider,Phantom Assassin
827,Io,Morphling,Clockwerk,Underlord,Death Prophet,Venomancer,Gyrocopter,Earth Spirit,Outworld Devourer,Disruptor
828,Clockwerk,Crystal Maiden,Batrider,Phantom Lancer,Magnus,Nature's Prophet,Vengeful Spirit,Spectre,Nyx Assassin,Queen of Pain
829,Earth Spirit,Snapfire,Faceless Void,Doom,Monkey King,Tiny,Phoenix,Tidehunter,Terrorblade,Vengeful Spirit
830,Rubick,Ogre Magi,Wraith King,Batrider,Razor,Doom,Disruptor,Monkey King,Lifestealer,Abaddon
831,Undying,Beastmaster,Lina,Gyrocopter,Ember Spirit,Tiny,Phoenix,Weaver,Dragon Knight,Batrider
832,Nature's Prophet,Tusk,Oracle,Timbersaw,Queen of Pain,Tiny,Winter Wyvern,Legion Commander,Pangolier,Anti-Mage
833,Grimstroke,Doom,Phoenix,Terrorblade,Puck,Nature's Prophet,Spectre,Lina,Beastmaster,Rubick
834,Phoenix,Magnus,Axe,Riki,Broodmother,Ember Spirit,Vengeful Spirit,Void Spirit,Storm Spirit,Earth Spirit
835,Mirana,Kunkka,Chen,Anti-Mage,Lina,Rubick,Ember Spirit,Grimstroke,Brewmaster,Slark
836,Winter Wyvern,Kunkka,Phoenix,Underlord,Ursa,Void Spirit,Spectre,Centaur Warrunner,Snapfire,Undying
837,Jakiro,Ursa,Dark Willow,Mars,Storm Spirit,Void Spirit,Winter Wyvern,Beastmaster,Terrorblade,Rubick
838,Rubick,Treant Protector,Axe,Arc Warden,Void Spirit,Enchantress,Magnus,Lina,Spectre,Mars
839,Tusk,Invoker,Disruptor,Riki,Viper,Enchantress,Magnus,Void Spirit,Phantom Assassin,Shadow Shaman
840,Batrider,Rubick,Warlock,Beastmaster,Lycan,Clockwerk,Venomancer,Void Spirit,Spectre,Lich
841,Rubick,Terrorblade,Abaddon,Disruptor,Void Spirit,Clockwerk,Batrider,Shadow Demon,Dark Seer,Drow Ranger
842,Magnus,Enchantress,Rubick,Wraith King,Ember Spirit,Doom,Grimstroke,Tiny,Slark,Void Spirit
843,Rubick,Nature's Prophet,Grimstroke,Faceless Void,Necrophos,Windranger,Undying,Morphling,Beastmaster,Tiny
844,Grimstroke,Morphling,Skywrath Mage,Beastmaster,Juggernaut,Phoenix,Mars,Ancient Apparition,Naga Siren,Invoker
845,Doom,Venomancer,Tusk,Anti-Mage,Jakiro,Undying,Terrorblade,Windranger,Storm Spirit,Legion Commander
846,Enchantress,Magnus,Pugna,Faceless Void,Kunkka,Bane,Winter Wyvern,Void Spirit,Sand King,Terrorblade
847,Tiny,Faceless Void,Venomancer,Disruptor,Earth Spirit,Enchantress,Windranger,Anti-Mage,Beastmaster,Void Spirit
848,Rubick,Spectre,Oracle,Beastmaster,Monkey King,Doom,Windranger,Grimstroke,Kunkka,Morphling
849,Earth Spirit,Bane,Queen of Pain,Drow Ranger,Slardar,Tiny,Enchantress,Bloodseeker,Anti-Mage,Puck
850,Tiny,Phoenix,Underlord,Chaos Knight,Ancient Apparition,Windranger,Morphling,Void Spirit,Undying,Enigma
851,Phoenix,Ember Spirit,Snapfire,Beastmaster,Phantom Assassin,Earth Spirit,Ogre Magi,Queen of Pain,Drow Ranger,Abaddon
852,Enchantress,Tiny,Nature's Prophet,Gyrocopter,Mars,Mirana,Ember Spirit,Snapfire,Axe,Magnus
853,Clockwerk,Crystal Maiden,Queen of Pain,Faceless Void,Pangolier,Phoenix,Earth Spirit,Ember Spirit,Magnus,Phantom Assassin
854,Bane,Beastmaster,Earth Spirit,Viper,Wraith King,Tiny,Mirana,Spectre,Enchantress,Queen of Pain
855,Mirana,Doom,Void Spirit,Spectre,Grimstroke,Earthshaker,Morphling,Bane,Ember Spirit,Legion Commander
856,Tiny,Phoenix,Kunkka,Spectre,Legion Commander,Clockwerk,Mirana,Queen of Pain,Juggernaut,Monkey King
857,Earth Spirit,Nature's Prophet,Invoker,Dazzle,Batrider,Crystal Maiden,Doom,Mirana,Kunkka,Sven
858,Jakiro,Timbersaw,Queen of Pain,Dark Willow,Meepo,Nature's Prophet,Clockwerk,Ogre Magi,Slark,Dark Seer
859,Earth Spirit,Viper,Disruptor,Terrorblade,Tidehunter,Clockwerk,Mirana,Nature's Prophet,Legion Commander,Batrider
860,Mirana,Ursa,Lich,Sand King,Bloodseeker,Enchantress,Legion Commander,Lina,Slark,Invoker
861,Vengeful Spirit,Terrorblade,Void Spirit,Centaur Warrunner,Necrophos,Mirana,Ember Spirit,Grimstroke,Ursa,Timbersaw
862,Vengeful Spirit,Tidehunter,Venomancer,Sven,Razor,Batrider,Magnus,Earth Spirit,Troll Warlord,Crystal Maiden
863,Viper,Winter Wyvern,Clockwerk,Death Prophet,Gyrocopter,Magnus,Rubick,Spectre,Treant Protector,Pugna
864,Clockwerk,Gyrocopter,Necrophos,Void Spirit,Zeus,Phoenix,Mars,Rubick,Morphling,Ember Spirit
865,Oracle,Clockwerk,Slark,Tiny,Necrophos,Rubick,Doom,Faceless Void,Ancient Apparition,Invoker
866,Clockwerk,Void Spirit,Spectre,Mirana,Outworld Devourer,Phoenix,Tiny,Ember Spirit,Death Prophet,Broodmother
867,Oracle,Viper,Earthshaker,Gyrocopter,Abaddon,Clockwerk,Rubick,Windranger,Silencer,Anti-Mage
868,Venomancer,Anti-Mage,Winter Wyvern,Disruptor,Storm Spirit,Tiny,Clockwerk,Shadow Demon,Spectre,Queen of Pain
869,Disruptor,Batrider,Anti-Mage,Mirana,Night Stalker,Phoenix,Mars,Oracle,Magnus,Phantom Assassin
870,Techies,Venomancer,Gyrocopter,Void Spirit,Batrider,Shadow Demon,Beastmaster,Io,Sven,Kunkka
871,Queen of Pain,Tiny,Snapfire,Terrorblade,Omniknight,Clockwerk,Puck,Void Spirit,Venomancer,Spectre
872,Nature's Prophet,Rubick,Doom,Tiny,Ursa,Mirana,Witch Doctor,Faceless Void,Death Prophet,Dazzle
873,Clockwerk,Snapfire,Venomancer,Slark,Timbersaw,Treant Protector,Mirana,Ember Spirit,Mars,Lycan
874,Ancient Apparition,Snapfire,Dragon Knight,Puck,Zeus,Winter Wyvern,Nature's Prophet,Pangolier,Void Spirit,Terrorblade
875,Oracle,Queen of Pain,Mars,Tiny,Anti-Mage,Batrider,Clockwerk,Snapfire,Slark,Nature's Prophet
876,Venomancer,Earthshaker,Witch Doctor,Kunkka,Chaos Knight,Nature's Prophet,Clockwerk,Centaur Warrunner,Mirana,Medusa
877,Lina,Centaur Warrunner,Spectre,Treant Protector,Zeus,Phoenix,Lich,Sven,Slardar,Ember Spirit
878,Tiny,Terrorblade,Crystal Maiden,Pangolier,Storm Spirit,Mirana,Ogre Magi,Legion Commander,Gyrocopter,Zeus
879,Undying,Rubick,Anti-Mage,Mars,Timbersaw,Tiny,Mirana,Legion Commander,Phantom Lancer,Witch Doctor
880,Tiny,Venomancer,Oracle,Queen of Pain,Slark,Ogre Magi,Terrorblade,Doom,Clockwerk,Lina
881,Puck,Tiny,Batrider,Anti-Mage,Dark Seer,Treant Protector,Venomancer,Grimstroke,Abaddon,Void Spirit
882,Doom,Winter Wyvern,Windranger,Lycan,Slardar,Io,Anti-Mage,Rubick,Venomancer,Treant Protector
883,Void Spirit,Tiny,Oracle,Dark Seer,Sven,Doom,Undying,Mirana,Ember Spirit,Weaver
884,Snapfire,Mirana,Beastmaster,Death Prophet,Abaddon,Phoenix,Clockwerk,Void Spirit,Spectre,Sand King
885,Ogre Magi,Lina,Earthshaker,Lifestealer,Death Prophet,Tiny,Jakiro,Spectre,Razor,Beastmaster
886,Clockwerk,Morphling,Legion Commander,Viper,Lion,Ember Spirit,Phoenix,Oracle,Naga Siren,Tiny
887,Ember Spirit,Mirana,Ancient Apparition,Sand King,Slark,Enchantress,Morphling,Earthshaker,Juggernaut,Night Stalker
888,Void Spirit,Disruptor,Legion Commander,Phantom Lancer,Witch Doctor,Mirana,Beastmaster,Bane,Spectre,Ember Spirit
889,Earthshaker,Lycan,Witch Doctor,Legion Commander,Venomancer,Queen of Pain,Clockwerk,Visage,Ursa,Treant Protector
890,Tiny,Phoenix,Void Spirit,Mars,Phantom Lancer,Venomancer,Winter Wyvern,Rubick,Lifestealer,Ember Spirit
891,Doom,Oracle,Rubick,Juggernaut,Razor,Lich,Grimstroke,Night Stalker,Ursa,Ember Spirit
892,Vengeful Spirit,Spectre,Axe,Silencer,Doom,Phoenix,Winter Wyvern,Underlord,Ursa,Void Spirit
893,Phoenix,Treant Protector,Abaddon,Underlord,Zeus,Rubick,Bane,Phantom Lancer,Timbersaw,Outworld Devourer
894,Clinkz,Timbersaw,Keeper of the Light,Lifestealer,Lina,Treant Protector,Axe,Pugna,Morphling,Shadow Fiend
895,Dark Willow,Jakiro,Troll Warlord,Night Stalker,Storm Spirit,Clinkz,Chen,Winter Wyvern,Shadow Fiend,Naga Siren
896,Lich,Night Stalker,Queen of Pain,Morphling,Mirana,Ember Spirit,Keeper of the Light,Rubick,Underlord,Lina
897,Grimstroke,Rubick,Night Stalker,Ursa,Pugna,Lich,Elder Titan,Beastmaster,Terrorblade,Meepo
898,Lich,Shadow Demon,Kunkka,Troll Warlord,Sniper,Mirana,Grimstroke,Rubick,Pugna,Dragon Knight
899,Phoenix,Faceless Void,Dark Seer,Tiny,Earth Spirit,Treant Protector,Terrorblade,Puck,Oracle,Viper
900,Tiny,Oracle,Slardar,Phantom Assassin,Rubick,Treant Protector,Anti-Mage,Phoenix,Pangolier,Queen of Pain
901,Snapfire,Phantom Lancer,Phoenix,Tidehunter,Storm Spirit,Venomancer,Earth Spirit,Dark Seer,Slark,Kunkka
902,Necrophos,Naga Siren,Templar Assassin,Lina,Shadow Fiend,Lone Druid,Chaos Knight,Snapfire,Crystal Maiden,Brewmaster
903,Doom,Grimstroke,Phantom Lancer,Legion Commander,Clockwerk,Tiny,Oracle,Slark,Dark Seer,Templar Assassin
904,Vengeful Spirit,Nature's Prophet,Ember Spirit,Keeper of the Light,Templar Assassin,Queen of Pain,Earth Spirit,Jakiro,Spectre,Legion Commander
905,Mirana,Clockwerk,Legion Commander,Gyrocopter,Death Prophet,Ogre Magi,Phoenix,Ember Spirit,Pangolier,Morphling
906,Venomancer,Enchantress,Earthshaker,Magnus,Faceless Void,Rubick,Nature's Prophet,Pangolier,Phoenix,Terrorblade
907,Doom,Ogre Magi,Skywrath Mage,Invoker,Terrorblade,Rubick,Clockwerk,Centaur Warrunner,Lina,Phantom Assassin
908,Tiny,Spectre,Grimstroke,Timbersaw,Slardar,Clockwerk,Nature's Prophet,Underlord,Anti-Mage,Witch Doctor
909,Mirana,Queen of Pain,Ogre Magi,Sven,Venomancer,Doom,Ember Spirit,Disruptor,Faceless Void,Snapfire
910,Clockwerk,Grimstroke,Invoker,Legion Commander,Lifestealer,Tiny,Ember Spirit,Disruptor,Luna,Undying
911,Tiny,Invoker,Grimstroke,Wraith King,Tidehunter,Clockwerk,Ember Spirit,Mirana,Legion Commander,Magnus
912,Nature's Prophet,Rubick,Wraith King,Puck,Queen of Pain,Jakiro,Tiny,Centaur Warrunner,Lina,Chaos Knight
913,Enchantress,Abaddon,Tiny,Rubick,Legion Commander,Jakiro,Ember Spirit,Clockwerk,Juggernaut,Axe
914,Crystal Maiden,Lifestealer,Tusk,Mars,Viper,Bloodseeker,Grimstroke,Windranger,Anti-Mage,Pugna
915,Phoenix,Treant Protector,Beastmaster,Spectre,Queen of Pain,Snapfire,Anti-Mage,Lich,Centaur Warrunner,Lina
916,Tiny,Grimstroke,Batrider,Faceless Void,Snapfire,Bloodseeker,Clockwerk,Crystal Maiden,Magnus,Lifestealer
917,Tiny,Batrider,Lich,Phantom Assassin,Viper,Clockwerk,Void Spirit,Rubick,Lifestealer,Windranger
918,Rubick,Ember Spirit,Anti-Mage,Pangolier,Ancient Apparition,Enchantress,Pugna,Earth Spirit,Troll Warlord,Kunkka
919,Rubick,Centaur Warrunner,Troll Warlord,Oracle,Kunkka,Tiny,Enchantress,Nature's Prophet,Pugna,Timbersaw
920,Tiny,Grimstroke,Doom,Disruptor,Monkey King,Io,Gyrocopter,Ember Spirit,Slardar,Snapfire
921,Rubick,Centaur Warrunner,Oracle,Troll Warlord,Death Prophet,Venomancer,Spectre,Warlock,Dragon Knight,Ancient Apparition
922,Rubick,Centaur Warrunner,Ember Spirit,Warlock,Terrorblade,Io,Gyrocopter,Invoker,Slardar,Shadow Shaman
923,Phoenix,Doom,Warlock,Phantom Lancer,Mars,Snapfire,Venomancer,Ember Spirit,Drow Ranger,Timbersaw
924,Venomancer,Mirana,Enchantress,Clinkz,Slardar,Phoenix,Spectre,Oracle,Invoker,Pangolier
925,Rubick,Centaur Warrunner,Grimstroke,Juggernaut,Invoker,Clockwerk,Phoenix,Void Spirit,Terrorblade,Kunkka
926,Tiny,Phoenix,Enchantress,Anti-Mage,Beastmaster,Dark Seer,Clockwerk,Snapfire,Queen of Pain,Phantom Lancer
927,Phoenix,Treant Protector,Invoker,Terrorblade,Legion Commander,Venomancer,Tiny,Snapfire,Slardar,Arc Warden
928,Jakiro,Faceless Void,Rubick,Timbersaw,Storm Spirit,Dark Seer,Tiny,Grimstroke,Sven,Doom
929,Clockwerk,Venomancer,Grimstroke,Anti-Mage,Queen of Pain,Phoenix,Faceless Void,Oracle,Ember Spirit,Legion Commander
930,Oracle,Dark Seer,Earth Spirit,Juggernaut,Void Spirit,Magnus,Techies,Disruptor,Troll Warlord,Invoker
931,Phoenix,Void Spirit,Winter Wyvern,Juggernaut,Magnus,Io,Gyrocopter,Shadow Shaman,Tiny,Slardar
932,Enchantress,Terrorblade,Earth Spirit,Dark Seer,Kunkka,Venomancer,Clockwerk,Io,Gyrocopter,Tiny
933,Phoenix,Anti-Mage,Snapfire,Axe,Visage,Io,Gyrocopter,Rubick,Beastmaster,Kunkka
934,Rubick,Centaur Warrunner,Jakiro,Anti-Mage,Magnus,Doom,Disruptor,Clockwerk,Nature's Prophet,Drow Ranger
935,Magnus,Dark Willow,Slardar,Terrorblade,Vengeful Spirit,Phoenix,Spectre,Jakiro,Beastmaster,Ember Spirit
936,Phoenix,Gyrocopter,Treant Protector,Brewmaster,Lina,Rubick,Centaur Warrunner,Oracle,Troll Warlord,Death Prophet
937,Earth Spirit,Juggernaut,Grimstroke,Nature's Prophet,Abaddon,Rubick,Centaur Warrunner,Lifestealer,Jakiro,Ember Spirit
938,Tiny,Spectre,Warlock,Pangolier,Venomancer,Rubick,Jakiro,Centaur Warrunner,Morphling,Templar Assassin
939,Phoenix,Dark Willow,Oracle,Invoker,Naga Siren,Clockwerk,Venomancer,Grimstroke,Shadow Fiend,Sven
940,Rubick,Lifestealer,Sand King,Phoenix,Death Prophet,Clockwerk,Venomancer,Lich,Anti-Mage,Invoker
941,Witch Doctor,Windranger,Timbersaw,Beastmaster,Queen of Pain,Clockwerk,Enigma,Jakiro,Anti-Mage,Puck
942,Doom,Grimstroke,Juggernaut,Rubick,Void Spirit,Phoenix,Anti-Mage,Venomancer,Enigma,Invoker
943,Phoenix,Pangolier,Nature's Prophet,Slark,Tiny,Rubick,Oracle,Centaur Warrunner,Ember Spirit,Ursa
944,Rubick,Magnus,Witch Doctor,Phantom Assassin,Queen of Pain,Io,Gyrocopter,Winter Wyvern,Pangolier,Invoker
945,Io,Gyrocopter,Kunkka,Beastmaster,Lina,Ancient Apparition,Centaur Warrunner,Rubick,Lifestealer,Ember Spirit
946,Tusk,Nature's Prophet,Grimstroke,Sven,Dark Seer,Doom,Dark Willow,Jakiro,Razor,Troll Warlord
947,Earth Spirit,Venomancer,Warlock,Faceless Void,Dragon Knight,Io,Gyrocopter,Doom,Oracle,Storm Spirit
948,Phoenix,Mars,Grimstroke,Anti-Mage,Void Spirit,Snapfire,Io,Timbersaw,Gyrocopter,Huskar
949,Grimstroke,Timbersaw,Tiny,Slark,Templar Assassin,Bane,Clockwerk,Phoenix,Anti-Mage,Necrophos
950,Snapfire,Pangolier,Skywrath Mage,Phantom Lancer,Dragon Knight,Phoenix,Clockwerk,Bane,Spectre,Queen of Pain
951,Rubick,Dazzle,Lifestealer,Batrider,Storm Spirit,Ogre Magi,Leshrac,Io,Slark,Abaddon
952,Enchantress,Dragon Knight,Lina,Spectre,Kunkka,Phoenix,Bane,Axe,Viper,Anti-Mage
953,Enchantress,Batrider,Shadow Demon,Beastmaster,Terrorblade,Grimstroke,Magnus,Enigma,Weaver,Void Spirit
954,Ogre Magi,Terrorblade,Bloodseeker,Rubick,Ember Spirit,Tiny,Enchantress,Storm Spirit,Dark Seer,Juggernaut
955,Vengeful Spirit,Medusa,Rubick,Underlord,Batrider,Doom,Grimstroke,Tusk,Storm Spirit,Monkey King
956,Vengeful Spirit,Drow Ranger,Rubick,Underlord,Windranger,Doom,Grimstroke,Tusk,Storm Spirit,Phantom Assassin
957,Disruptor,Void Spirit,Ember Spirit,Anti-Mage,Mirana,Phoenix,Templar Assassin,Lich,Faceless Void,Vengeful Spirit
958,Shadow Demon,Queen of Pain,Io,Gyrocopter,Centaur Warrunner,Disruptor,Earthshaker,Pangolier,Void Spirit,Spectre
959,Phoenix,Tiny,Rubick,Spectre,Zeus,Mirana,Magnus,Bane,Beastmaster,Lifestealer
960,Lich,Anti-Mage,Earthshaker,Venomancer,Kunkka,Doom,Disruptor,Earth Spirit,Queen of Pain,Luna
961,Doom,Rubick,Disruptor,Naga Siren,Invoker,Lich,Anti-Mage,Tusk,Queen of Pain,Sand King
962,Mirana,Anti-Mage,Clockwerk,Treant Protector,Queen of Pain,Phoenix,Ogre Magi,Beastmaster,Templar Assassin,Drow Ranger
963,Drow Ranger,Witch Doctor,Outworld Devourer,Lich,Ancient Apparition,Disruptor,Weaver,Death Prophet,Earth Spirit,Ursa
964,Io,Sven,Beastmaster,Rubick,Lina,Phoenix,Windranger,Winter Wyvern,Troll Warlord,Storm Spirit
965,Snapfire,Spirit Breaker,Magnus,Juggernaut,Meepo,Phoenix,Tiny,Windranger,Morphling,Void Spirit
966,Venomancer,Doom,Spectre,Storm Spirit,Grimstroke,Tiny,Dark Seer,Warlock,Slark,Shadow Fiend
